text,selected_text,sentiment
I want it to be Wednesday already so I can hurry up and go to New Zealand so I`m busy and not sitting here bored and stressing,I want it to be Wednesday already so I can hurry up and go to New Zealand so I`m busy and not sitting here bored and stressing,negative
 Up is out?  I didn`t get the memo   It looks amazing.,o   It looks amazi,positive
 So what does that make a queef,So what does that make a queef,neutral
 check out the Conchords `Business Time`,check out the Conchords `Business Time`,neutral
_Charlotte We should! There will be another thrown I`m sure but this one will be with my American family,Charlotte We should! There will be another thrown I`m sure but this one will be with my American family,neutral
 and you suck horribly  the world is at an even balance,suck horribly,negative
"grr!  i hate being **** near forced to go places.  especially to sit on a bus for an entire day just to sit in a house in podunktown, va","grr!  i hate being **** near forced to go places.  especially to sit on a bus for an entire day just to sit in a house in podunktown, va",negative
http://twitpic.com/67hw5 - Session almost over,Session almost over,neutral
i dreamt about monsters last night.  like a little girl.,i dreamt about monsters last night.  like a little girl.,neutral
 hay wats ur AIM? we should chat,hay wats ur AIM? we should chat,neutral
is goin out  to  dinner!,is goin out  to  dinner!,neutral
 nice recolouring of your page  nobody is buying your anti-twittering words!! YOU LOVE IT!!!!,U LOVE,positive
Got my attics w sadie art work included  good times just broke my head phones bad times still happy buy attics!,Got my attics w sadie art work included  good times just broke my head phones bad times still happy buy attics!,neutral
@__SANDY i dont know! they sent out emails using my account about random stuff i didnt even understand i changed all my passwords,i didnt even understand,negative
 He`s gonna do it for mothers day  Ever notice Papa looks like Squiggy from Laverne snd Shirley. I love him.,. I love him,positive
my tummy kinda hurts!,hurts!,negative
 167 Brian 167 that`s 1...6....7 followers count them and weep. And they ALL know who is the buzz champion by now,167 Brian 167 that`s 1...6....7 followers count them and weep. And they ALL know who is the buzz champion by now,neutral
 Maddie starts working? WATCH OUT WORLD!,WATCH OUT WORLD!,negative
" i hope that happens tomorrow, then ill be there ;) (Providing my dad gets better to take me  )",hope,positive
i dont have my iphone until maybe next week!,i dont have my iphone until maybe next week!,neutral
"Back at home,11 hours till work","Back at home,11 hours till work",neutral
", I`d love it if you haven`t had any takers yet",", I`d love it if you haven`t had any takers yet",neutral
 Right on! Pull up a chair and welcome,d welcome,positive
needs to escape from this town. getting ready. seeyuhhh.,needs to escape from this town. getting ready. seeyuhhh.,neutral
Enjoying 'Gears of War' on my PC ! This game is really gooooood,Enjoying,positive
No  tonight ,No  tonight,neutral
 been there done that. It always ended up with me selling the machine and going back to my mac,been there done that. It always ended up with me selling the machine and going back to my mac,neutral
on the london eye. Awesome but feel a bit sick. Madame Tussaud`s next,on the london eye. Awesome but feel a bit sick. Madame Tussaud`s next,neutral
" 'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....","'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....",neutral
My friend went to New York without me and all I got was this picture of her and Will Smith  http://twitpic.com/669l2,My friend went to New York without me and all I got was this picture of her and Will Smith  http://twitpic.com/669l2,neutral
 Chang thay anh online gi ca,Chang thay anh online gi ca,neutral
 I do have one coloured one on my leg.  Its a butterfly filled with colour!  x,I do have one coloured one on my leg.  Its a butterfly filled with colour!,neutral
" Wow, you were here? Why didn`t you tell me? J/k  That`s cool though; I have yet to see one...","Wow,",positive
Finished my Lunch,Finished my Lunch,neutral
i went to go check my phone for messages. then i remembered i dont have a phone anymore,i went to go check my phone for messages. then i remembered i dont have a phone anymore,neutral
@__sugar oh no  i am always here ;) <3,oh no  i am always here,neutral
"Home, getting ready to back to work on Monday.  Maternity leaves is up","Home, getting ready to back to work on Monday.  Maternity leaves is up",neutral
"Bones (the show). Check. PB & J. Check. Writing my play. Check. The simple joys are still here, even if the greatest are gone.",joys,positive
 It`s so not like me  I`m in the middle of coordinating a 3-point move: stuff from IL --> old NYC apt + all stuff --> new apt.,It`s so not like me  I`m in the middle of coordinating a 3-point move: stuff from IL --> old NYC apt + all stuff --> new apt.,neutral
 I can`t wait that long,I can`t wait that long,neutral
"What I would have done with legless stillborn spaniels, no idea. BUT I WAS SAD, so now, 20yrs later, strawberries = dead puppies.","SAD,",negative
  - I always appreciate your 'musings.',I always appreciate,positive
Dyed my hair. .'back to black',Dyed my hair. .'back to black',neutral
_M Thanks for remembering,Thanks for remembering,positive
Brought cat to specilist. May be ectopic uritors. Doing ultrasound. Surgury would be >$2000. may need to take him back to humane society,Brought cat to specilist. May be ectopic uritors. Doing ultrasound. Surgury would be >$2000. may need to take him back to humane society,neutral
"It`s official, I`m finally getting grey hairs at 36  #fb","It`s official, I`m finally getting grey hairs at 36",neutral
"Rope witdrawal in full effect, no one to tie, no teaching, no demos, no one to play with. But worst of all - No one to play with!","Rope witdrawal in full effect, no one to tie, no teaching, no demos, no one to play with. But worst of all - No one to play with!",negative
 I sawn it three times,I sawn it three times,neutral
 dinner appointment tonight,dinner appointment tonight,neutral
 i cant call  im at work,i cant call  im at work,neutral
Morning all - happy Star Wars day - May the 4th be with you!,happy,positive
 tom do u have plans to germany?  answer this for ur germany fas,tom do u have plans to germany?  answer this for ur germany fas,neutral
"_SocksO_o: I`m sorry, Shannon.","I`m sorry, Shannon.",negative
" at least its legal , here in kuwait if u weren`t driving SUV then u will get a ticket with big smile","at least its legal , here in kuwait if u weren`t driving SUV then u will get a ticket with big smile",neutral
"i should of gone to kirsty`s for the night, anything to get out of the house","i should of gone to kirsty`s for the night, anything to get out of the house",neutral
 I`m dead bored. but also dead poor! Student life is a piss take!,bored.,negative
_gregor Great avatar,Great,positive
sunburnt again,sunburnt,negative
"shall bring his own glass to work from tonight, no more `half half` hor!!","shall bring his own glass to work from tonight, no more `half half` hor!!",neutral
 nope  het is LOST&found he ;-),s LOST,negative
 I wish you weren`t going to a 19+ venue in Vancouver,I wish you weren`t going to a 19+ venue in Vancouver,neutral
"ok, back to the dentist today. All I want to do is bask in the sun",bask,positive
Baltimore beat the Yankees  ,Baltimore beat the Yankees,neutral
" Awwh....well at least you are up top, where the magic happens!  Today will be a good day, no worries.",a good,positive
 It`s still up the duff boo,It`s still up the duff boo,neutral
 Totally  plain and simple.. i hate all thoes bridezilla shows.. if i was the groom i`d be running far far away!,i hate,negative
I`m glad I don`t have class on Fridays. I need the break! Algebra test on Wednesday,I`m glad I don`t have class on Fridays. I need the break! Algebra test on Wednesday,neutral
has on music at work today its so painful,its so painful,negative
_Kate i know its heaps awesome. if your not working all weekend,awesome.,positive
   grats to aaron and christine,grats to aaron and christine,neutral
": What a let down! No MRI today, neurosurgeon didn`t order it--which means we have to come back to OkC soon & we no nothing new",What a let down!,negative
 and welcome to dk  #jaoo,welcome to dk  #jaoo,positive
 Thanks! Funny cause it`s true!,Thanks!,positive
Loll whats boyfriend #2 supposed to mean then?  its to cold,its to cold,negative
 Many many thanks!!!  (it`s about school!) Weeeee!!!,thanks!,positive
 check out review for the movie Fighting - http://bit.ly/Fle9j  Hilarious!! leave this guy a comment!,Hilarious,neutral
"Looking for desktop twitter app that will actually let you access URLs, any suggestions? I liked Twittle but no linking","Looking for desktop twitter app that will actually let you access URLs, any suggestions? I liked Twittle but no linking",neutral
"Thus far, Metaverse U has used the Second Life = Virtual Worlds, rather than the gamier Terra Nova usage. I`m in the TN camp  #metaverseu","Thus far, Metaverse U has used the Second Life = Virtual Worlds, rather than the gamier Terra Nova usage. I`m in the TN camp  #metaverseu",neutral
I raced her once. I totally lost  RIP  http://tinyurl.com/lhgca8,I totally lost  RIP,negative
Done some positive affirmation now back to the Japanese yay for bank holiday Monday,positive,positive
 I didn`t headbutt anyone! Not that I know about anyway! ;) You ok today?  Football today?,I didn`t headbutt anyone! Not that I know about anyway! ;) You ok today?  Football today?,neutral
is looking forward to spending time with Mom today,is looking forward to,positive
 ment to be doing hw but not going to happen!!! Ill pray for tia!  Rose is in the shower so sh.. http://bit.ly/VMv6U,ment to be doing hw but not going to happen!!! Ill pray for tia!  Rose is in the shower so sh..,neutral
 I didn`t want to tell you but I think it`s your body odour,I didn`t want to tell you but I think it`s your body odour,negative
So I thought the Cavs would crush the Magic and I come home from up north to realize how wrong I was.,wrong I,negative
Final final of the semester,Final final of the semester,neutral
"Baking experiment results: delicious, very sweet, very rich.  Almost too sweet.","very sweet, very rich.",positive
